z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,label
0.59803283,-1.3093218,-0.6765982,0.5602978,-0.64157623,0.8380436,-0.8865724,2.6396115,-1.056853,-0.5888711,-0.03272746,-1.0683179,-0.38740665,-0.34676096,-0.8062694,1.204952,0.35186505,-0.47370002,1.3395115,-1.6353934,1.3576472,1.2812564,-0.1343764,0.44846287,0.31542155,0.22408965,0.0038245618,0.73527956,-1.006484,-0.57161677,-0.39504784,1.9320196,2
0.99023414,0.6597795,0.17040539,-0.15256721,-0.42355728,-1.2353388,-1.5093853,0.009015411,1.1917204,0.87533444,0.4370513,1.7153764,0.33106625,-0.10074954,-0.281513,-2.0786448,-0.7109126,0.08373535,0.9118758,2.1984818,-2.2248428,-0.9068639,-0.8524966,-0.19439836,-1.0691073,-0.5526383,-2.426642,0.9019122,-0.39235574,-0.2528619,-0.06494807,-0.69631034,2
-0.25944299,0.09762655,0.6944388,0.75488555,-0.12206094,0.010611169,-1.2821975,0.042160958,-0.9319474,-1.0510361,0.3703055,-1.0517504,-0.57841396,-0.7109373,0.5208127,1.2073152,0.004684197,0.01062277,0.5438344,-2.4481807,-0.9079762,-0.88835806,-0.017878845,0.29941416,-0.86533713,0.38411343,-0.48912987,-0.61301523,-0.9307144,-0.218895,0.08320505,1.9888048,2
-0.8422417,0.5322228,-1.0054066,0.73555905,-0.18838815,1.1846102,-0.7808918,-1.1131862,1.2980549,-0.35359365,0.22128455,-0.5341072,0.67199504,1.3292415,-1.9201379,0.7962717,-0.14461042,1.2839586,-0.8518406,0.84316474,1.425675,-0.097906165,-0.5913862,2.0767167,1.6430643,0.7191435,-1.1785012,0.16558892,0.27236173,0.43290725,-1.0143863,-0.443933,2
-0.49221814,-0.16373952,-0.3044762,0.26449025,0.19962727,0.670832,-1.4470339,0.36747903,-2.4592338,0.89393604,0.14286713,1.618977,0.46083474,0.64353806,0.16329026,-0.4572536,1.5192106,0.3707848,0.09516771,0.42785385,0.44495323,-0.7769414,-0.98821896,0.8527359,-0.6806778,0.9298483,-0.15801497,2.3983507,-1.4415609,-0.7811825,0.22699067,-0.49187213,2
-0.68934214,-0.06145875,0.1001482,-0.8367303,-0.7973784,-0.046156384,-0.5509528,-1.3681788,-2.1161344,0.17029497,-0.4596051,-0.425913,-0.04904986,-0.32962775,0.27655455,1.0296447,-0.39488044,0.5622291,-0.18234971,-0.52545404,-0.6979942,0.78983337,0.68290466,1.4975405,0.12516443,1.840768,-0.45557272,1.4232178,1.2721633,-1.7395766,-1.5141507,1.5239303,2
-0.71134984,0.55656207,-0.13975477,-1.842372,0.5761325,-0.27301744,-1.255938,-0.48224086,-0.2754783,-0.123546466,0.91040367,-0.5380864,-0.19500288,0.64703447,0.13004461,1.2516998,2.2283795,-1.5995696,-0.37867898,-1.8377615,-0.08592137,0.27221552,-0.025543042,0.23934737,0.72687894,-0.1294384,-0.35185266,0.7812603,-1.1757162,0.14216188,0.25118473,2.130109,2
1.6248627,-0.36118925,1.4247714,-0.62602097,0.8974668,-0.516008,-2.1140919,-0.43703133,-1.337188,-1.3149863,0.7317426,1.8010451,0.053547934,0.23635657,0.05634734,-1.3739065,-0.30680034,-0.5236704,0.2859127,0.3151918,-0.3268286,-1.321188,0.8924204,0.48836485,-0.7923695,0.5080445,0.08624353,2.8767102,0.30647323,0.99066323,0.19911972,-0.597258,2
-0.10021421,0.5158819,-0.14864138,-0.4959724,1.4145781,-0.03475219,-0.65328115,0.35176188,-0.5719526,-1.2477701,0.3292358,-0.48792845,1.1187088,0.3787889,-0.659459,1.3975282,-0.23285545,0.16474935,-0.122856475,-0.66596454,1.4953917,1.719271,-1.3208283,0.46037024,0.74939203,1.3206093,-0.5922462,1.4307078,0.032307386,-0.37452537,-0.054178197,1.9033577,2
-1.4813161,1.0584776,-0.23393416,-0.099338025,0.87350607,-0.34002915,0.11116783,-1.0690429,-1.8727022,-0.5914173,-0.54410845,-0.08526304,0.31062445,0.51035315,-2.1173036,0.67298424,0.228361,1.590342,-0.52760273,0.99396414,0.65409905,-1.3000141,0.68835986,1.5600395,0.6227546,1.2886435,-1.5449102,-1.457821,0.1249122,-0.14196452,-2.1069045,-1.3001615,2
0.6186669,0.84054863,0.45655096,-0.15943225,-0.06053474,0.6507082,-2.6223223,-0.86504143,-0.9460627,-0.16431068,0.9516488,0.9586428,-0.25993615,-0.4887532,-0.12538376,-1.7187898,1.7513938,0.520567,-0.45439482,0.73374164,0.06283725,-1.3973875,-0.60917825,0.9963517,-1.3730202,1.2577369,-0.7743752,2.554994,-0.43998802,-0.7425902,0.013455376,-0.45437652,2
-1.1120627,0.041623056,0.18497649,-1.1021849,1.4464781,0.62890893,-1.5508775,-1.9575949,0.796938,-0.75457317,0.77094764,-1.0359828,0.057406284,0.38105816,-1.9427452,0.61589986,0.68818235,-0.59842706,0.067764655,1.1865834,-0.36431062,-0.46340847,-0.2900415,2.0578253,0.81935704,0.4906638,-1.341226,0.50330085,-0.055098608,-0.87123466,-0.70571375,-0.123537034,2
-0.90047073,1.057222,0.92892516,0.81613487,0.112174645,0.5277991,0.49815625,0.2140413,-0.016027205,-0.07110986,0.0737959,2.3860166,0.25505486,0.43263996,-0.31408754,1.5204844,0.14631155,0.46414062,-0.45378286,2.432796,0.61767656,0.8031855,-0.22575878,1.4057633,0.5769032,0.16368039,-0.8283301,0.5891829,0.26504257,0.50620866,0.8621508,-0.08322036,2
0.08663234,0.89516747,1.196986,-0.20986402,-0.8259848,1.2380385,-0.62480044,0.5358616,-3.8629472,0.4853112,-0.2974986,0.051432155,1.4419513,-0.5053307,0.8675289,0.8787293,1.1121897,0.19772935,0.07864821,0.88187873,0.20372447,-0.45046523,0.7519109,1.0665829,-0.45291123,1.1219985,-0.5056518,1.6123627,-0.76406103,0.24040051,1.262652,0.13141786,2
-0.028183691,0.16211472,-0.077362925,-0.7262077,-0.5303428,0.14300776,-1.4012138,0.3966617,-0.70564026,0.54948825,0.52944845,2.9700778,0.3469888,0.7238132,0.41912788,-0.96929896,0.022779055,0.10754336,-0.32070208,0.7926748,-0.2250562,-0.37433696,0.28255028,0.1659759,-0.103221655,0.34030643,0.5728358,1.9853866,-1.5322365,0.4742372,0.7901872,-0.91937274,2
-0.60679066,0.08721748,-1.3529809,0.18290687,-0.8358215,-0.9671447,-1.7136343,-0.57789534,1.194616,0.15373603,1.3809705,1.4054663,1.2288074,-0.47669834,-1.7311885,-0.15458155,0.27729946,-0.448265,0.4646894,1.442979,0.5180654,0.9823495,-0.5667458,0.6058466,1.6288997,-1.5673904,1.3917798,0.669214,0.03659162,1.4796088,-0.1618042,0.34844,2
0.13989627,-1.0309417,0.40985993,2.3617291,0.94567734,0.011550337,-2.82314,-0.95902276,0.5851034,-0.026299305,0.8320412,-1.0499618,0.058583204,-0.8873417,-0.36791372,-1.3849078,0.52367055,-0.4648027,-0.18166131,2.2489336,0.31589228,-0.9700989,0.730276,1.3392576,-0.8233626,0.64215,-2.7748625,1.4345367,-1.1242125,2.0860703,0.6281444,-0.14830515,2
-0.0051364675,0.35766178,-0.5095791,-0.16666865,-0.24230096,0.4701963,-0.18295825,-1.5097809,-2.2050247,-0.8044177,0.47853377,0.23362438,-0.95469,-0.22285378,-0.41852576,2.2335048,0.31095496,0.61609495,-1.5793245,0.5569615,-0.2572803,0.8099484,-0.76101327,1.3990245,0.224706,1.2332106,-0.848813,1.333274,-0.62067807,1.6272,0.1348255,1.0315814,2
0.101275325,-0.31732255,-0.6040902,-0.6369467,-1.1671025,0.4368524,-2.6639602,-0.50965637,-0.45894003,0.30146128,1.2119437,-2.2613978,0.7055394,-1.2458931,-0.6182566,-0.005831361,0.14126372,-1.2659009,-0.86991453,0.96096456,-0.77008307,-0.45668948,0.5767148,1.5396925,1.0733106,-0.1549984,0.4827749,1.4326301,-0.8273693,0.5280868,0.7942888,0.55538505,2
-0.8088248,1.1228423,-1.0179665,-2.2915392,0.41205227,-0.2465065,-1.3429259,-0.4220387,1.9330425,-0.87530994,1.0165238,1.2675606,-0.27790958,0.54677755,0.3842352,-2.1055958,0.52164847,0.6623499,-0.64122546,1.7454174,-0.2910486,-0.27813718,0.43910208,-0.40393376,-0.64414716,-0.45314348,-2.3573837,0.81808037,-1.3488401,-0.09776609,1.2010404,-0.7406912,2
-0.19157968,0.47946924,2.212036,-2.3352144,-1.1704876,0.25941193,-0.843114,-1.2284195,2.1983678,-1.948218,0.6235962,-1.2592757,-1.2371188,1.0035027,-0.54450834,0.25267622,1.0674723,0.8487843,0.32659358,1.6297902,-0.8035599,-0.09837708,-0.86623764,1.2354782,-0.2551133,-0.22023115,-2.7401586,0.05514953,-0.2021411,0.16585515,0.46569872,0.2374657,2
0.5498804,1.0956943,-0.18788932,-0.15170753,-1.3568112,0.7399732,-2.2230518,-0.9064868,0.6456305,0.6415428,0.8019257,-1.829218,-0.7900338,-0.4527619,-1.4135135,0.47963324,-0.090604335,0.09051758,1.849675,1.1237724,0.042163003,-1.0903494,-1.4712527,2.0778677,0.50982314,0.7976843,-0.7007002,0.82821137,-0.43260452,-1.3553461,-0.2860772,0.1276864,2
-0.4563449,-1.2957056,0.34249693,0.10322064,-0.5404771,-1.0106974,-1.170237,-0.01638896,-3.1410866,-0.1298119,0.79728055,-0.3570923,0.12880911,-0.536845,2.0953276,-0.46135893,1.0427493,0.74222326,0.39938286,1.3573517,-0.34115675,0.055002242,-2.0746953,-0.013931885,-0.44910008,0.465317,-1.9994745,1.7711886,-0.06696451,1.1547086,2.141625,0.5374138,2
-0.98823917,-0.2417245,0.4230525,0.297004,-0.62362456,0.4674149,0.8005365,-0.79965186,2.3430815,-1.0571342,1.4533749,0.9833741,1.0177195,-0.054668516,-0.83932227,0.76134545,-0.34456983,0.8165845,0.7374972,0.13212095,0.07861883,0.46562237,-0.2612038,0.26578063,-0.2729117,1.1861736,-0.65942764,-1.1447452,-0.4717246,-1.0103455,0.014315426,1.3841201,2
0.99593514,0.5345944,-1.2185619,1.6774477,0.4934099,0.99571204,-3.0654056,-0.3679111,0.65915906,-0.37389937,1.8767343,0.67484313,1.0997053,-0.1606263,-1.0733931,-1.0116941,0.55433387,-0.08636957,0.4187664,0.2982533,0.25200322,-0.6364101,-0.20165397,1.0840739,1.3454342,-0.027715512,1.5153579,1.9478692,-0.58447015,1.5607879,0.5738869,-0.45277798,2
-0.35167792,-0.34353316,0.7655029,-0.542605,-0.45203447,0.03812805,0.6719661,0.50994205,-0.117515124,-0.30708072,-0.387338,2.2914112,-0.94328177,-0.19876686,0.17727363,1.4252601,-0.19659282,2.0198755,0.050057113,2.5731883,0.7772199,1.1712506,-0.5523299,1.120647,-0.92925525,0.06186093,-0.49470928,0.9458855,0.4201613,0.9100657,1.0556618,-0.15362966,2
-0.08789635,-0.22647095,-0.51728565,-0.65176976,0.95440334,1.3402808,0.021300688,0.33093458,0.75375366,0.46541518,-1.0265183,0.7095339,1.1377636,-0.8560326,-0.1421929,0.83277273,-0.9631647,0.3659997,-0.7116282,-0.9883182,-0.24233815,1.6046891,1.2215136,0.061771445,-2.186179,0.6142252,0.68158853,1.4024723,-0.17833248,0.27096865,-0.16864264,1.4460342,2
-0.13072012,-1.2119102,-0.35173604,1.6219153,-1.0315257,0.20226958,-2.3468454,-1.6470784,0.37539062,-0.657259,0.5908297,-1.0609097,0.04614857,-1.0474882,-1.1469115,-0.9844368,0.2922849,-0.23292458,0.05050596,1.3450657,1.3230225,-1.4875398,-0.52412856,1.9324533,-0.59272397,1.14277,-0.52988386,0.81375647,-0.51209235,-0.49104166,-1.2253426,-0.4089955,2
-0.21418044,0.3224408,-0.554476,1.61553,-0.4420286,0.46251053,-2.2376711,-0.97559845,0.37543827,0.013486752,1.4639423,0.15296713,-0.2539485,0.43462652,-2.5323975,0.3468637,-0.70146894,1.1033992,-0.06492555,0.13360855,1.1260285,-0.6777529,0.499094,1.9855851,1.7385188,-0.012560306,2.466332,0.86439407,-0.08243222,-0.32576725,-0.9663006,-0.4891252,2
-1.0881785,-1.0874307,-0.32856005,-0.9426786,1.1585441,-0.9799229,0.27545604,-0.1562176,-0.1886934,0.0013414444,0.021402694,3.7162352,-0.01467409,0.531108,-1.0491048,0.5072768,0.2615828,0.7157815,-0.46903947,2.2438812,-0.8605559,0.15599608,-0.16283453,0.8388559,0.6620124,0.002661271,-0.74972147,-0.25965768,-0.76041734,-0.31018454,-0.21660915,-0.98136425,2
-1.051855,-0.4899553,-0.70601356,0.1361498,-1.6177095,-0.086281806,1.2909182,-0.39086506,0.9867426,-0.028484687,0.35863924,2.5518856,-1.0632777,-1.0464435,0.035808474,1.0932257,-0.34060872,0.42672056,0.21547675,2.1608274,-1.5855756,1.168402,-0.055280346,-0.13673037,-1.0526302,0.2988931,-0.29324546,-0.31248438,-0.6801158,-1.3708698,0.25721595,0.51119053,2
-0.12330565,0.40718025,0.26920033,-1.1329834,-0.040581536,0.70631933,-1.7275946,-0.10479183,-2.308791,-0.537708,0.38700458,2.0920062,0.50350344,-0.096193254,-0.10139009,-0.9649546,-0.8140877,0.7499813,0.100230575,0.19462104,-0.31669956,-1.2791637,-0.27739033,0.8257866,-0.36990598,0.97316664,-0.03154014,2.6363769,0.097207665,-0.3504245,-0.054622196,-0.72016233,2
-0.37527698,0.6123182,0.055317014,-0.2034111,0.4472213,-0.47796327,-0.7595806,-0.038432688,-1.7279522,-0.027025625,-0.45419937,0.20858106,-0.50392336,0.056283012,-2.9396148,1.285923,-0.75710315,0.6057343,-0.37040094,0.62888545,-0.6616653,-2.3494787,0.88092184,2.0394592,1.1841711,0.6826178,0.178494,-0.3699428,-0.04334639,0.18308851,-2.2831893,-1.1953281,2
0.36884603,-0.21856391,-1.4773767,0.121459946,0.67762375,-0.4980482,-1.5524311,0.13634175,-0.7904977,0.29197603,1.5255215,1.7072223,0.47076255,-1.1956235,0.51228297,-0.917148,1.0746248,-1.0942469,-0.043015905,0.015476262,0.2874555,0.4994994,0.66386783,-1.3102471,-0.22387564,-0.4993454,0.8308846,2.3132555,0.90643907,-0.004658414,1.0965688,0.71981436,2
-1.4829037,-0.91418797,0.39432165,0.015520349,0.8323351,-2.2199354,-1.003853,1.0706664,-1.2753235,0.47591424,0.50466377,-0.36896324,-1.0114353,-0.26088473,-2.6380653,1.9755015,-0.1004939,0.037083164,0.12447779,0.84107834,-0.28723794,-0.7850979,-0.2111148,1.2324917,2.3342745,-1.6010216,0.8337009,-0.017947145,0.13869181,1.1345726,-0.84559935,-0.033959225,2
-1.4329222,1.2143574,0.036023453,-0.05840159,-0.3737455,-0.3198656,-0.64932936,0.16100717,3.0767286,0.14575362,1.0814712,0.11119481,0.33573914,0.44140798,-0.98449713,-0.3936389,0.9630011,0.36962557,0.80543065,1.914742,-0.28435358,-0.6362767,-1.3659328,0.74413484,0.13572162,-0.61922795,-1.9259677,-0.35648593,-0.18828446,-0.43895757,0.21124804,0.08513083,2
-0.80837786,-1.2158802,0.19888572,-0.7240314,-0.08498295,-1.0905373,-1.1892446,-0.6104486,-0.54370856,-0.4270391,0.30564088,0.1619491,-0.095607474,-0.35126996,-3.0792742,1.1572564,1.1020977,0.97561926,-0.29380488,0.8359499,-0.35338205,-1.2647028,0.060231917,2.3314395,1.7004566,-0.08202331,1.5153323,0.15927923,1.2741935,-1.182717,-2.467712,-0.43380055,2
-0.67866796,1.5019538,0.63067734,-0.24249282,-0.79353964,1.2066689,-0.9736132,-1.5602577,1.3095382,0.072755255,0.6637246,-1.3746771,-1.6775807,1.6632794,-1.7887404,0.84321797,2.123517,-0.6152135,1.1874282,1.1562423,0.09095121,-0.2509459,-1.751945,1.754429,0.10344702,0.7024522,-2.516374,-0.032702506,-0.98239607,0.090586215,-0.01680062,-0.044622988,2
-1.3882322,0.29505458,1.4531353,0.32574883,0.22719654,1.0248971,-0.68973696,-0.77721083,-0.6606903,-1.0648837,-0.13528748,-1.8412768,-0.36702532,1.5552438,0.56013715,-0.93855655,-0.78740585,0.9531332,2.2205606,-1.56884,1.91517,-0.7117446,0.20813964,0.9599308,0.021586828,-0.21237427,1.3963937,-0.46570373,0.1771766,-0.61511916,-0.21762708,-0.74765533,2
-1.045037,1.1449493,1.1288323,-0.47065684,-0.27892646,-0.37821332,-0.35285068,0.5180195,1.0112923,0.97375524,0.21277054,-1.4314481,1.346786,0.74284047,-1.3571262,1.4453486,0.28346714,-0.42679286,-0.4536959,1.656485,-1.6809535,-0.31034744,0.44076508,1.8139269,0.3107635,0.117867485,-2.345392,-0.048938796,-0.13926259,-0.009370908,0.15897022,0.3709159,2
0.41425443,-0.72442114,0.027102783,0.7871102,-0.10766742,0.20118283,-1.0462333,-0.79124653,1.1566157,-1.2078106,0.2528693,-0.3530482,-0.2036859,0.24201125,-2.5033028,0.9451493,-0.2644747,0.32210666,-0.9213283,0.9861833,0.35811076,-0.83021796,-0.6791998,2.6878786,0.6125151,0.47033438,0.48784897,0.72473675,0.5702648,0.87565416,-1.4664227,-0.3636889,2
0.7264495,-0.987052,-0.8413911,-0.2732742,-1.5086027,0.60423386,-1.832597,-0.99287087,0.71117914,1.3870578,0.3017031,-1.8159058,0.8348762,-0.07937194,-1.2354767,0.88240886,0.573395,0.25861853,0.8107195,1.2640157,1.2790536,-1.2536296,-0.11109401,2.5538287,-0.26332742,0.6931324,-0.9212537,0.7318949,-0.1103825,-0.11518997,-0.22997871,0.049338877,2
-1.586534,0.01786539,-0.6209085,-0.14400701,0.15378821,1.3758823,0.07223621,-1.126586,1.1141045,-0.5298986,0.008302646,-0.9890161,0.75789213,3.0035715,-1.6766549,0.47835088,0.12588009,-0.5084715,0.35424188,0.65874636,-0.8436693,0.5720761,-0.07305492,1.5426694,0.6088824,0.08212662,-2.141427,-0.5701166,0.47662124,0.35361004,-0.39224136,-0.6361322,2
-0.40835932,-0.23523413,-0.5351112,0.4028167,-1.2161697,0.09624247,-2.7528389,-0.49122015,-0.62713027,-0.33506936,1.5708587,-1.5015695,-1.427813,-0.47198367,-2.151639,0.48783898,0.444081,0.25363967,0.3424237,0.8591492,1.7280018,-0.26229632,0.41516417,1.7931628,1.465706,-0.6146062,0.10383185,0.8780399,-0.5570924,1.437516,0.23428276,0.49701524,2
-0.49816972,0.3703552,-0.22356251,-0.03183669,-0.09854209,-0.59339416,-1.9182165,0.8519791,0.71077913,-0.7329335,2.2292585,0.44611147,0.5126583,-0.03462529,-1.5150994,0.3266493,0.3379772,0.5129589,0.8615699,0.8827351,1.0322062,1.069346,0.21226498,0.4725315,1.7579048,-1.8660951,1.1138318,1.2505025,-0.8034156,0.069750935,0.4432208,0.6842244,2
-1.4980502,-0.49688733,-0.21854976,-0.3034754,0.9299352,0.49723175,0.23202893,-0.36359167,1.361732,-1.2952332,-0.18349078,-0.64539987,1.4555405,2.8873518,-1.196289,0.5732798,0.23084663,-1.4292636,-1.9514092,0.8347015,-0.454186,0.74695003,0.70465356,1.3331254,0.07252869,-0.049060762,-1.6318815,-0.88859,0.99791306,-0.020480052,-0.8936496,-0.8454725,2
0.6115156,1.1882496,0.08768511,0.3427426,0.060951613,0.3720836,0.1151887,0.59274244,-1.4565213,0.46473455,-0.073831916,2.1006153,0.9695949,0.6566016,1.5548713,-0.041243777,-0.32169366,-0.30333132,0.2975589,-1.0437102,1.4464595,1.133535,1.6140599,-2.0410492,0.19951506,0.19672093,0.4949597,1.1374975,-1.0258955,-0.97648233,0.44986913,0.9410114,2
-0.0071680434,-0.35208994,0.6707654,0.24678999,0.17021054,-0.4092811,1.0082971,-0.6005006,1.3125013,0.08897571,0.89783007,2.7156904,0.01970201,-0.38009247,-0.9358082,-0.14263225,1.0854166,0.58389586,0.2585543,0.35528547,0.589133,1.0463496,1.3178885,-0.14120188,0.14790437,1.0132294,1.3385642,-0.38650137,-1.19147,-0.5173463,-1.9231023,1.069725,2
-0.8782476,-0.22862282,-0.81973934,-1.7684648,0.037954763,-1.4019269,-0.9484066,0.5406563,-0.9255866,0.31640998,-0.004888948,-0.6021505,0.20866035,-0.16688186,-2.598074,2.001848,0.043670855,0.37887174,0.07732773,0.973523,-0.14550637,-1.263586,0.5463573,1.7646035,2.0809126,-0.7381531,0.87356913,0.15159778,0.9541131,0.43870983,-1.3283354,-0.29911655,2
-0.41533422,1.1914953,0.5721948,-2.2364154,0.86925393,0.20964453,-0.97739387,0.09468332,-3.1573613,-0.96223444,0.6004804,0.8487735,-1.6119645,-0.15601406,0.8307371,0.28432032,1.0138979,0.0029201023,-0.10418534,0.2500459,0.42069942,-0.84122974,-1.5935122,0.13179697,-0.39109313,0.64863473,-0.25375,2.118751,-0.05895579,0.4164556,1.2732911,0.041027863,2
-0.8272072,-0.818738,0.9475643,0.7274283,-0.1225358,0.22678307,-1.4403054,-0.16599074,-2.1883953,-1.8591065,0.006405145,1.8609824,1.8552238,1.0365243,0.18380867,-0.566165,0.22705968,-0.63926315,-0.17318204,0.581461,-0.052259132,-1.0189639,0.4308752,1.0190408,-0.17750096,0.8070689,-0.34375256,2.7225504,-1.3822865,0.06939301,0.2930817,-0.70978564,2
0.7078474,-1.6694866,-1.225075,-0.6579264,1.2357337,-0.46515918,-1.6069208,0.1895448,-2.698293,-1.1556395,1.5174346,-0.32988,-0.33805734,-0.60287976,0.5294891,-0.30753455,0.40957963,-0.5760627,-0.95509386,0.33121914,0.44665128,0.14515346,-0.15626456,-0.9803393,0.3037355,-0.4330084,-0.63909805,1.7028497,-2.3808208,0.10811813,1.815486,1.2092171,2
-0.022302806,-0.6075108,-0.9806685,0.7654646,-1.5705208,-0.1206186,-2.056933,-1.1861787,-2.982684,-1.4702847,1.4949949,0.50599205,0.01943247,-0.92845535,0.0006474422,-0.6836715,0.7212682,-1.3173758,-0.7405605,0.8127197,-1.5992619,-0.7030015,-1.1672763,-0.18984015,-0.36420506,0.8625246,-1.2122655,1.4426444,-1.2528054,0.09706263,0.9406594,0.40644318,2
-1.4346105,0.7413462,0.20399305,-0.31183147,-0.9908697,-0.40947118,0.74148566,-1.3448296,0.7864672,-0.1447466,-0.30989343,-0.100047134,1.925729,2.1290321,-1.5851278,0.74449694,-1.4523716,0.6392913,2.1063669,0.916271,-1.1871248,0.19335967,-0.79288596,1.0393206,0.6380556,-0.04498857,-1.4474982,-1.4397936,1.1015798,0.38028574,-1.6341535,-0.82886076,2
-1.5204039,-0.4174609,-0.097865716,-0.52003014,0.89336354,0.21165504,0.9908948,0.9151993,0.15385528,0.5303553,-0.41856414,3.5058742,-0.745296,1.3364525,-0.4535925,0.14835276,-1.0833586,0.6802718,0.94695926,2.1373615,-0.3106503,0.82348067,-0.67947054,0.97969,0.43739414,-0.8535224,-0.28351304,-0.7494292,-1.2329972,-0.1497978,0.65534836,-2.0827374,2
1.0615325,-0.22067814,-0.63568014,-0.8375667,1.03169,-0.7101678,0.93666613,-0.16575184,0.9236069,-0.007218793,-0.6181735,1.6859133,-0.7009898,-0.24527954,-0.45459795,1.2154415,0.01882869,1.603264,0.9092172,1.150496,1.4137595,1.7357368,0.025716983,0.49619532,-0.72604465,1.1540635,0.88647926,0.63330203,-0.05973625,0.774001,-0.39013934,1.354676,2
0.2670953,0.17242415,0.2629442,0.28328234,-0.49562365,-1.734786,-1.501308,0.6835209,-1.360648,1.3019655,2.080872,-0.34081644,-0.2823598,-0.22062892,-0.51479995,0.29321235,0.30410492,-0.6488636,0.690951,0.024290757,0.07236578,1.350327,0.035732232,-1.2400627,1.9783852,-1.9719738,0.5106654,0.80518234,-0.6169362,0.22030455,0.9714124,1.4975431,2
-0.61734504,0.30731052,0.86584544,-1.6573653,-0.9151023,0.24458052,-0.7656686,0.6242615,-1.671962,-0.19052821,-0.53328454,-1.0172788,-1.0164249,0.039879873,1.1560476,1.4017651,-0.3725177,-0.5668162,1.6361827,-0.85188514,-0.25915107,1.0894573,0.7495048,1.0098354,-0.70928335,0.16854274,-0.37142593,1.4527622,0.23472193,1.3941352,-0.063367985,1.723547,2
1.4540837,-0.039995342,-0.8228092,0.19013858,0.74102104,-0.26196024,-0.711505,0.17685714,0.17299034,0.02830676,1.3628522,3.2133422,-0.15365775,0.013578236,0.86446446,-1.0715233,-0.99939126,1.3599112,-0.085601054,1.2505949,0.21675116,1.0527856,-0.21419212,-1.4175267,-0.5892513,-0.40098244,0.7168328,0.97186655,-0.8882838,-0.19576335,1.1991686,-0.11741755,2
-0.9747686,0.4321672,-0.77369094,0.53700197,-0.69271237,0.6130215,-0.2763233,0.43644446,-0.7666554,0.037684932,-0.22498077,1.9789677,0.939942,0.08765834,0.42065436,0.6563153,0.716971,0.6667904,-0.90400887,2.1699915,0.8684716,0.42497852,-1.6163898,1.5300788,-2.0870774,0.2229217,-1.2663661,1.8149468,-0.64366686,-0.59289116,1.1595442,-0.48047444,2
-0.33823368,0.21548693,-2.6210659,0.10098425,0.20041457,-0.29470277,0.74603796,-1.3165418,1.2469561,0.28797972,1.3922845,2.0193298,1.1655159,-0.6346769,-0.016090289,0.6509483,0.88994044,1.8495525,1.327321,1.5908858,-0.53381085,1.9334093,-1.4057178,0.08482227,-0.7929569,0.65537554,-0.45528185,-0.5065493,-1.0372338,0.182782,0.23196256,1.2707809,2
1.6941556,0.3317676,-0.13728711,-0.16065145,-0.47407112,0.22646505,-2.7990382,0.8867535,0.20969324,0.349161,0.76398844,0.5203712,1.5381906,-0.4048702,0.18829748,-1.4294277,0.702358,0.8735567,1.3416504,1.208551,-0.26327786,-1.5073473,0.32828826,0.9065384,-0.1976445,0.21736072,-0.9172696,3.07516,0.16450563,0.2606328,0.4895465,-0.09843559,2
-0.2948352,0.4608525,0.9340924,-0.39328912,-1.5352869,0.39048105,-0.12446143,-0.23909889,-1.771269,-0.01920649,0.09894579,2.6686773,-0.97432256,1.0480705,-0.483236,0.9864943,0.7692751,0.33508527,-0.10803539,0.03197199,0.6323573,0.120224796,-0.8490061,1.3199998,0.9657154,0.96869564,1.6595527,1.0712144,-0.5559763,-1.6104712,-0.11450255,-0.6156642,2
-1.0110496,0.2212446,-0.51655805,1.0883467,-0.37033886,-0.6559474,-0.45873064,-1.3899826,3.6358144,-0.12374948,1.5547346,0.80231696,0.6179315,1.4830798,-1.635066,-1.4128819,0.90965,0.12731674,0.0024004728,0.8377055,-1.2795566,-0.41900444,0.31362164,0.25317755,-0.53785264,-0.834917,-0.62666595,-1.5124457,-0.15054,-0.12292747,-0.62871265,-0.5891983,2
0.4977736,0.6218484,-0.16171354,0.19086513,0.03805803,0.30546057,-0.06511765,0.32861,-1.9558277,-0.121249035,-0.0766168,0.30367306,-0.33580363,-0.33515927,-0.40550572,1.7579234,-0.09800996,0.46338657,-0.4289204,0.06004374,-0.5957388,0.33721963,-0.80545425,1.3508815,0.088350214,1.7455974,-0.17217086,1.6435884,0.9111411,-2.1191716,-0.7645771,1.003156,2
-0.80468464,-0.61348134,-1.2766836,0.65122557,-0.47175097,-0.51464343,1.5999517,0.25434998,1.161421,0.7216029,-0.74753094,2.5429604,-0.07195461,-1.4123552,0.25329947,1.4142677,-0.55402905,-0.40237492,-1.4731177,1.9991726,0.63757086,1.157897,-0.7074067,0.28353184,-1.1814282,0.37807664,0.0624718,-0.77693546,0.22205783,-0.050438337,0.4321699,0.59157026,2
